rgs,pr,m,js,jjmmaa,hhmm,Vitesse,To,Qualite,Q,A,Code
709#M7i,264,687,Ma,24/05/2016,18:00,83.0,26.0, ,4481.0,709,M7i
709#M7i,264,687,Ma,24/05/2016,19:00,91.0,13.0,?,2646.0,709,M7i
709#M7i,264,687,Ma,24/05/2016,20:00,94.0,12.0, ,2571.0,709,M7i
709#M7i,264,687,Ma,24/05/2016,21:00,95.0,5.0,?,1243.0,709,M7i
709#M7i,264,687,Ma,24/05/2016,22:00,96.0,4.0,?,1010.0,709,M7i
709#M7i,264,687,Ma,24/05/2016,23:00,95.0,3.0, ,735.0,709,M7i
709#M7i,264,687,Me,25/05/2016,00:00,98.0,3.0, ,713.0,709,M7i
709#M7i,264,687,Me,25/05/2016,01:00,101.0,3.0, ,809.0,709,M7i
709#M7i,264,687,Me,25/05/2016,02:00,101.0,1.0, ,337.0,709,M7i
709#M7i,264,687,Me,25/05/2016,03:00,103.0,1.0, ,229.0,709,M7i
709#M7i,264,687,Me,25/05/2016,04:00,98.0,1.0, ,265.0,709,M7i
709#M7i,264,687,Me,25/05/2016,05:00,95.0,2.0,?,455.0,709,M7i
709#M7i,264,687,Me,25/05/2016,06:00,93.0,7.0, ,1304.0,709,M7i
709#M7i,264,687,Me,25/05/2016,07:00,87.0,17.0, ,3098.0,709,M7i
709#M7i,264,687,Me,25/05/2016,08:00,62.0,43.0, ,4249.0,709,M7i
709#M7i,264,687,Me,25/05/2016,09:00,55.0,47.0, ,3986.0,709,M7i
709#M7i,264,687,Me,25/05/2016,10:00,72.0,18.0,?,1973.0,709,M7i
709#M7i,264,687,Me,25/05/2016,11:00,87.0,18.0,?,2831.0,709,M7i
709#M7i,264,687,Me,25/05/2016,12:00,88.0,19.0, ,3117.0,709,M7i
709#M7i,264,687,Me,25/05/2016,13:00,88.0,18.0, ,3160.0,709,M7i
709#M7i,264,687,Me,25/05/2016,14:00,87.0,18.0, ,3136.0,709,M7i
709#M7i,264,687,Me,25/05/2016,15:00,84.0,22.0, ,3487.0,709,M7i
709#M7i,264,687,Me,25/05/2016,16:00,86.0,22.0, ,3603.0,709,M7i
709#M7i,264,687,Me,25/05/2016,17:00,77.0,31.0, ,4394.0,709,M7i
709#M7i,264,687,Me,25/05/2016,18:00,73.0,32.0, ,4586.0,709,M7i
709#M7i,264,687,Me,25/05/2016,19:00,90.0,18.0, ,3588.0,709,M7i
709#M7i,264,687,Me,25/05/2016,20:00,94.0,12.0, ,2611.0,709,M7i
709#M7i,264,687,Me,25/05/2016,21:00,97.0,7.0, ,1657.0,709,M7i
709#M7i,264,687,Me,25/05/2016,22:00,94.0,5.0, ,1204.0,709,M7i
709#M7i,264,687,Me,25/05/2016,23:00,92.0,4.0, ,999.0,709,M7i
709#M7i,264,687,Je,26/05/2016,00:00,95.0,3.0, ,796.0,709,M7i
709#M7i,264,687,Je,26/05/2016,01:00,96.0,2.0, ,514.0,709,M7i
709#M7i,264,687,Je,26/05/2016,02:00,97.0,1.0, ,298.0,709,M7i
709#M7i,264,687,Je,26/05/2016,03:00,97.0,1.0, ,267.0,709,M7i
709#M7i,264,687,Je,26/05/2016,04:00,98.0,2.0, ,323.0,709,M7i
709#M7i,264,687,Je,26/05/2016,05:00,94.0,3.0, ,650.0,709,M7i
709#M7i,264,687,Je,26/05/2016,06:00,90.0,8.0, ,1599.0,709,M7i
709#M7i,264,687,Je,26/05/2016,07:00,81.0,21.0, ,3189.0,709,M7i
709#M7i,264,687,Je,26/05/2016,08:00,56.0,46.0, ,3764.0,709,M7i
709#M7i,264,687,Je,26/05/2016,09:00,53.0,42.0, ,2220.0,709,M7i
709#M7i,264,687,Je,26/05/2016,10:00,60.0,37.0, ,3059.0,709,M7i
709#M7i,264,687,Je,26/05/2016,11:00,88.0,16.0, ,2601.0,709,M7i
709#M7i,264,687,Je,26/05/2016,12:00,88.0,17.0, ,2881.0,709,M7i
709#M7i,264,687,Je,26/05/2016,13:00,90.0,17.0, ,2913.0,709,M7i
709#M7i,264,687,Je,26/05/2016,14:00,86.0,17.0, ,2956.0,709,M7i
709#M7i,264,687,Je,26/05/2016,15:00,87.0,19.0, ,3285.0,709,M7i
709#M7i,264,687,Je,26/05/2016,16:00,87.0,21.0, ,3581.0,709,M7i
709#M7i,264,687,Je,26/05/2016,17:00,83.0,26.0, ,4403.0,709,M7i
709#M7i,264,687,Je,26/05/2016,18:00,82.0,26.0, ,4452.0,709,M7i
709#M7i,264,687,Je,26/05/2016,19:00,90.0,18.0, ,3651.0,709,M7i
709#M7i,264,687,Je,26/05/2016,20:00,95.0,11.0, ,2612.0,709,M7i
709#M7i,264,687,Je,26/05/2016,21:00,97.0,7.0, ,1654.0,709,M7i
709#M7i,264,687,Je,26/05/2016,22:00,94.0,5.0, ,1250.0,709,M7i
709#M7i,264,687,Je,26/05/2016,23:00,93.0,4.0, ,1010.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,00:00,94.0,3.0, ,832.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,01:00,96.0,2.0, ,553.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,02:00,98.0,2.0, ,361.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,03:00,98.0,2.0, ,328.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,04:00,97.0,2.0, ,349.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,05:00,95.0,3.0, ,632.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,06:00,94.0,7.0, ,1340.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,08:00,78.0,18.0,?,2339.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,09:00,55.0,43.0, ,3757.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,10:00,68.0,33.0, ,3347.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,11:00,85.0,20.0, ,3248.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,12:00,87.0,20.0, ,3436.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,13:00,89.0,20.0, ,3602.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,14:00,88.0,18.0, ,3368.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,15:00,86.0,22.0, ,3820.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,16:00,78.0,30.0, ,4052.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,17:00,85.0,20.0, ,3666.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,18:00,70.0,35.0, ,4519.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,19:00,91.0,19.0, ,3994.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,20:00,93.0,14.0, ,3198.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,21:00,95.0,8.0, ,1992.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,22:00,96.0,5.0, ,1254.0,709,M7i
709#M7i,264,687,Ve,27/05/2016,23:00,95.0,4.0, ,1024.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,00:00,95.0,4.0, ,956.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,01:00,99.0,3.0, ,823.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,02:00,98.0,2.0, ,493.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,03:00,99.0,1.0, ,373.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,04:00,99.0,1.0, ,378.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,05:00,95.0,2.0, ,482.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,06:00,97.0,3.0, ,744.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,07:00,97.0,5.0, ,1140.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,08:00,94.0,9.0, ,1822.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,09:00,92.0,11.0, ,2264.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,10:00,90.0,14.0, ,2738.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,11:00,88.0,14.0, ,2810.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,12:00,89.0,16.0, ,3233.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,13:00,91.0,14.0, ,3070.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,14:00,90.0,13.0, ,2821.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,15:00,88.0,14.0, ,3031.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,16:00,87.0,15.0, ,3120.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,17:00,87.0,14.0, ,2956.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,18:00,90.0,15.0, ,3376.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,19:00,93.0,14.0, ,3185.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,20:00,94.0,12.0, ,2843.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,21:00,95.0,8.0, ,1936.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,22:00,94.0,4.0, ,979.0,709,M7i
709#M7i,264,687,Sa,28/05/2016,23:00,96.0,3.0, ,896.0,709,M7i
709#M7i,264,687,Di,29/05/2016,00:00,97.0,2.0, ,569.0,709,M7i
709#M7i,264,687,Di,29/05/2016,01:00,97.0,4.0, ,1064.0,709,M7i
709#M7i,264,687,Di,29/05/2016,02:00,93.0,2.0, ,622.0,709,M7i
709#M7i,264,687,Di,29/05/2016,03:00,94.0,2.0, ,480.0,709,M7i
709#M7i,264,687,Di,29/05/2016,04:00,96.0,1.0, ,333.0,709,M7i
709#M7i,264,687,Di,29/05/2016,05:00,94.0,1.0, ,321.0,709,M7i
709#M7i,264,687,Di,29/05/2016,06:00,91.0,1.0, ,379.0,709,M7i
709#M7i,264,687,Di,29/05/2016,07:00,93.0,2.0, ,482.0,709,M7i
709#M7i,264,687,Di,29/05/2016,08:00,95.0,3.0, ,853.0,709,M7i
709#M7i,264,687,Di,29/05/2016,09:00,93.0,5.0, ,1295.0,709,M7i
709#M7i,264,687,Di,29/05/2016,10:00,94.0,6.0, ,1515.0,709,M7i
709#M7i,264,687,Di,29/05/2016,11:00,94.0,9.0, ,2256.0,709,M7i
709#M7i,264,687,Di,29/05/2016,12:00,93.0,14.0, ,3292.0,709,M7i
709#M7i,264,687,Di,29/05/2016,13:00,93.0,13.0, ,2985.0,709,M7i
709#M7i,264,687,Di,29/05/2016,14:00,94.0,8.0, ,1961.0,709,M7i
709#M7i,264,687,Di,29/05/2016,15:00,94.0,8.0, ,1972.0,709,M7i
709#M7i,264,687,Di,29/05/2016,16:00,93.0,10.0, ,2468.0,709,M7i
709#M7i,264,687,Di,29/05/2016,17:00,92.0,14.0, ,3157.0,709,M7i
709#M7i,264,687,Di,29/05/2016,18:00,93.0,15.0, ,3549.0,709,M7i
709#M7i,264,687,Di,29/05/2016,19:00,94.0,14.0, ,3381.0,709,M7i
709#M7i,264,687,Di,29/05/2016,20:00,95.0,11.0, ,2638.0,709,M7i
709#M7i,264,687,Di,29/05/2016,21:00,96.0,7.0, ,1686.0,709,M7i
709#M7i,264,687,Di,29/05/2016,22:00,97.0,4.0, ,1135.0,709,M7i
709#M7i,264,687,Di,29/05/2016,23:00,95.0,3.0, ,842.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,00:00,97.0,2.0, ,633.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,01:00,101.0,1.0, ,351.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,02:00,98.0,1.0, ,214.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,03:00,97.0,1.0, ,229.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,04:00,97.0,1.0, ,319.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,05:00,93.0,3.0, ,594.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,06:00,94.0,8.0, ,1598.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,07:00,78.0,23.0, ,3173.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,08:00,56.0,48.0, ,4204.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,09:00,54.0,45.0, ,3916.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,10:00,63.0,37.0, ,3519.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,11:00,86.0,19.0, ,3174.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,12:00,86.0,20.0, ,3240.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,13:00,88.0,18.0, ,3188.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,14:00,82.0,22.0, ,3343.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,15:00,79.0,26.0, ,3404.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,16:00,68.0,38.0, ,3824.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,17:00,66.0,41.0, ,4435.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,18:00,87.0,22.0, ,4189.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,19:00,88.0,21.0, ,4096.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,20:00,94.0,13.0, ,2871.0,709,M7i
709#M7i,264,687,Lu,30/05/2016,21:00,95.0,8.0, ,1768.0,709,M7i
709#M7i,264,687,Me,08/06/2016,06:00,91.0,6.0, ,1171.0,709,M7i
709#M7i,264,687,Me,08/06/2016,07:00,73.0,18.0, ,2460.0,709,M7i
709#M7i,264,687,Me,08/06/2016,08:00,44.0,37.0, ,2824.0,709,M7i
709#M7i,264,687,Me,08/06/2016,09:00,50.0,40.0, ,3240.0,709,M7i
709#M7i,264,687,Me,08/06/2016,10:00,67.0,30.0, ,3152.0,709,M7i
709#M7i,264,687,Me,08/06/2016,11:00,84.0,19.0, ,3019.0,709,M7i
709#M7i,264,687,Me,08/06/2016,12:00,83.0,21.0, ,3260.0,709,M7i
709#M7i,264,687,Me,08/06/2016,13:00,83.0,21.0, ,3441.0,709,M7i
709#M7i,264,687,Me,08/06/2016,14:00,77.0,24.0, ,3409.0,709,M7i
709#M7i,264,687,Me,08/06/2016,15:00,81.0,21.0, ,3229.0,709,M7i
709#M7i,264,687,Me,08/06/2016,16:00,72.0,26.0, ,3071.0,709,M7i
709#M7i,264,687,Me,08/06/2016,17:00,70.0,23.0,?,2785.0,709,M7i
709#M7i,264,687,Me,08/06/2016,18:00,82.0,21.0, ,3666.0,709,M7i
709#M7i,264,687,Me,08/06/2016,19:00,84.0,11.0,?,2016.0,709,M7i
709#M7i,264,687,Me,08/06/2016,20:00,91.0,13.0, ,2630.0,709,M7i
709#M7i,264,687,Me,08/06/2016,21:00,94.0,8.0, ,1695.0,709,M7i
709#M7i,264,687,Me,08/06/2016,22:00,96.0,1.0, ,259.0,709,M7i
709#M7i,264,687,Je,09/06/2016,05:00,91.0,3.0, ,541.0,709,M7i
709#M7i,264,687,Je,09/06/2016,06:00,90.0,8.0, ,1461.0,709,M7i
709#M7i,264,687,Je,09/06/2016,07:00,77.0,16.0, ,2298.0,709,M7i
709#M7i,264,687,Je,09/06/2016,08:00,48.0,41.0, ,3138.0,709,M7i
709#M7i,264,687,Je,09/06/2016,09:00,48.0,40.0, ,3030.0,709,M7i
709#M7i,264,687,Je,09/06/2016,10:00,66.0,28.0, ,3060.0,709,M7i
709#M7i,264,687,Je,09/06/2016,11:00,82.0,19.0, ,2960.0,709,M7i
709#M7i,264,687,Je,09/06/2016,12:00,83.0,19.0, ,3004.0,709,M7i
709#M7i,264,687,Je,09/06/2016,13:00,84.0,19.0, ,3170.0,709,M7i
709#M7i,264,687,Je,09/06/2016,14:00,83.0,19.0, ,3115.0,709,M7i
709#M7i,264,687,Je,09/06/2016,15:00,77.0,24.0, ,3312.0,709,M7i
709#M7i,264,687,Je,09/06/2016,16:00,72.0,27.0, ,3361.0,709,M7i
709#M7i,264,687,Je,09/06/2016,17:00,64.0,31.0, ,3535.0,709,M7i
709#M7i,264,687,Je,09/06/2016,18:00,81.0,21.0, ,3774.0,709,M7i
709#M7i,264,687,Je,09/06/2016,19:00,76.0,22.0, ,3702.0,709,M7i
709#M7i,264,687,Je,09/06/2016,20:00,87.0,14.0, ,2826.0,709,M7i
709#M7i,264,687,Je,09/06/2016,21:00,90.0,6.0, ,1390.0,709,M7i
709#M7i,264,687,Je,09/06/2016,22:00,89.0,3.0, ,611.0,709,M7i
709#M7i,264,687,Je,09/06/2016,23:00,89.0,2.0, ,486.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,00:00,90.0,2.0, ,470.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,01:00,90.0,1.0, ,287.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,03:00,92.0,1.0, ,201.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,04:00,91.0,1.0, ,243.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,05:00,90.0,4.0, ,529.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,06:00,89.0,11.0, ,974.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,07:00,65.0,18.0, ,1753.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,08:00,31.0,31.0, ,1812.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,09:00,38.0,35.0, ,2022.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,10:00,67.0,15.0, ,1686.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,11:00,77.0,15.0, ,2036.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,12:00,78.0,18.0, ,2625.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,13:00,79.0,24.0, ,3518.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,14:00,82.0,20.0, ,3426.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,15:00,68.0,31.0, ,3437.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,16:00,58.0,36.0, ,3423.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,17:00,68.0,22.0, ,2925.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,18:00,63.0,21.0, ,2492.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,19:00,70.0,18.0, ,2474.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,20:00,82.0,10.0, ,1891.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,21:00,87.0,6.0, ,1259.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,22:00,90.0,5.0, ,629.0,709,M7i
709#M7i,264,687,Ve,10/06/2016,23:00,88.0,3.0, ,560.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,00:00,87.0,4.0, ,857.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,01:00,89.0,7.0, ,604.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,02:00,98.0,2.0, ,449.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,03:00,97.0,1.0, ,268.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,04:00,95.0,2.0, ,262.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,05:00,101.0,2.0, ,449.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,06:00,102.0,3.0, ,677.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,07:00,104.0,5.0, ,1113.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,08:00,102.0,8.0, ,1820.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,09:00,99.0,10.0, ,2354.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,10:00,97.0,12.0, ,2809.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,11:00,96.0,14.0, ,3171.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,12:00,96.0,15.0, ,3359.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,13:00,87.0,16.0, ,2354.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,14:00,80.0,11.0, ,1981.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,15:00,80.0,9.0, ,1779.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,16:00,79.0,10.0, ,1828.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,17:00,80.0,10.0, ,1881.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,18:00,81.0,9.0, ,1876.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,19:00,82.0,9.0, ,1840.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,20:00,83.0,8.0, ,1693.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,21:00,86.0,6.0, ,1213.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,22:00,89.0,4.0, ,625.0,709,M7i
709#M7i,264,687,Sa,11/06/2016,23:00,86.0,9.0, ,572.0,709,M7i
709#M7i,264,687,Di,12/06/2016,00:00,86.0,11.0, ,799.0,709,M7i
709#M7i,264,687,Di,12/06/2016,01:00,85.0,4.0, ,618.0,709,M7i
709#M7i,264,687,Di,12/06/2016,02:00,90.0,2.0, ,424.0,709,M7i
709#M7i,264,687,Di,12/06/2016,03:00,94.0,1.0, ,352.0,709,M7i
709#M7i,264,687,Di,12/06/2016,04:00,103.0,1.0, ,407.0,709,M7i
709#M7i,264,687,Di,12/06/2016,05:00,101.0,1.0, ,335.0,709,M7i
709#M7i,264,687,Di,12/06/2016,06:00,104.0,1.0, ,389.0,709,M7i
709#M7i,264,687,Di,12/06/2016,07:00,105.0,2.0, ,540.0,709,M7i
709#M7i,264,687,Di,12/06/2016,08:00,103.0,3.0, ,966.0,709,M7i
709#M7i,264,687,Di,12/06/2016,09:00,104.0,5.0, ,1454.0,709,M7i
709#M7i,264,687,Di,12/06/2016,10:00,100.0,8.0, ,1970.0,709,M7i
709#M7i,264,687,Di,12/06/2016,11:00,100.0,10.0, ,2404.0,709,M7i
709#M7i,264,687,Di,12/06/2016,12:00,82.0,16.0, ,1589.0,709,M7i
709#M7i,264,687,Di,12/06/2016,13:00,81.0,10.0, ,1728.0,709,M7i
709#M7i,264,687,Di,12/06/2016,14:00,84.0,6.0, ,1212.0,709,M7i
709#M7i,264,687,Di,12/06/2016,15:00,83.0,7.0, ,1390.0,709,M7i
709#M7i,264,687,Di,12/06/2016,16:00,83.0,8.0, ,1554.0,709,M7i
709#M7i,264,687,Di,12/06/2016,17:00,81.0,10.0, ,1865.0,709,M7i
709#M7i,264,687,Di,12/06/2016,18:00,81.0,11.0, ,2065.0,709,M7i
709#M7i,264,687,Di,12/06/2016,19:00,81.0,10.0, ,1901.0,709,M7i
709#M7i,264,687,Di,12/06/2016,20:00,83.0,8.0, ,1646.0,709,M7i
709#M7i,264,687,Di,12/06/2016,21:00,85.0,6.0, ,1216.0,709,M7i
709#M7i,264,687,Di,12/06/2016,22:00,87.0,5.0, ,743.0,709,M7i
709#M7i,264,687,Di,12/06/2016,23:00,88.0,7.0, ,473.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,00:00,89.0,4.0, ,390.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,01:00,92.0,1.0, ,232.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,02:00,100.0,1.0, ,273.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,03:00,105.0,1.0, ,296.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,04:00,105.0,1.0, ,336.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,05:00,99.0,3.0, ,637.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,06:00,98.0,6.0, ,1382.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,07:00,87.0,20.0, ,3189.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,08:00,62.0,44.0, ,4290.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,09:00,56.0,43.0, ,3535.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,10:00,51.0,29.0, ,2245.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,11:00,76.0,19.0, ,1789.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,12:00,74.0,20.0, ,1968.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,13:00,77.0,17.0, ,2330.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,14:00,77.0,12.0, ,1940.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,15:00,71.0,17.0,?,2263.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,16:00,62.0,22.0, ,2016.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,17:00,65.0,16.0, ,1921.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,18:00,69.0,13.0, ,1866.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,19:00,78.0,10.0, ,1650.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,20:00,84.0,7.0, ,1243.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,21:00,89.0,4.0, ,853.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,22:00,94.0,2.0, ,520.0,709,M7i
709#M7i,264,687,Lu,13/06/2016,23:00,98.0,3.0, ,700.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,00:00,100.0,2.0, ,640.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,01:00,103.0,2.0, ,428.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,02:00,99.0,1.0, ,277.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,03:00,102.0,1.0, ,239.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,04:00,100.0,1.0, ,328.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,05:00,97.0,3.0, ,560.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,06:00,88.0,7.0, ,895.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,07:00,66.0,19.0, ,1620.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,08:00,29.0,35.0, ,1831.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,09:00,28.0,24.0, ,1297.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,10:00,66.0,14.0, ,1579.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,11:00,77.0,11.0, ,1624.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,12:00,77.0,10.0, ,1509.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,13:00,77.0,11.0, ,1665.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,14:00,76.0,11.0, ,1745.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,15:00,75.0,5.0,?,752.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,16:00,69.0,10.0,?,1259.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,17:00,71.0,12.0, ,1749.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,18:00,64.0,14.0, ,1797.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,19:00,74.0,11.0, ,1712.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,20:00,86.0,8.0, ,1249.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,21:00,88.0,7.0, ,907.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,22:00,93.0,3.0, ,468.0,709,M7i
709#M7i,264,687,Ma,14/06/2016,23:00,92.0,4.0, ,465.0,709,M7i
709#M7i,264,687,Me,15/06/2016,00:00,88.0,5.0, ,490.0,709,M7i
709#M7i,264,687,Me,15/06/2016,01:00,90.0,3.0, ,372.0,709,M7i
709#M7i,264,687,Me,15/06/2016,02:00,94.0,1.0, ,235.0,709,M7i
709#M7i,264,687,Me,15/06/2016,03:00,95.0,1.0, ,201.0,709,M7i
709#M7i,264,687,Me,15/06/2016,04:00,97.0,1.0, ,209.0,709,M7i
709#M7i,264,687,Me,15/06/2016,05:00,92.0,2.0, ,407.0,709,M7i
